1533746940,42.9116,-89.1979,267
1533746990,42.9109,-89.1965,327
1533747040,42.9102,-89.1952,387
1533747090,42.9094,-89.1937,447
1533747140,42.9086,-89.1923,507
1533747190,42.9077,-89.1907,567
1533747240,42.9068,-89.1892,627
1533747290,42.9058,-89.1876,687
1533747340,42.9048,-89.186,747
1533747390,42.9038,-89.1844,807
1533747440,42.9027,-89.1828,867
1533747490,42.9016,-89.1811,927
1533747540,42.9004,-89.1795,987
1533747590,42.8992,-89.1778,1047
1533747640,42.898,-89.1761,1107
1533747690,42.8967,-89.1744,1167
1533747740,42.8954,-89.1726,1227
1533747790,42.894,-89.1708,1287
1533747840,42.8926,-89.169,1347
1533747890,42.891,-89.167,1407
1533747940,42.8894,-89.165,1467
1533747990,42.8876,-89.1628,1527
1533748040,42.8858,-89.1606,1587
1533748090,42.8838,-89.1583,1647
1533748140,42.8818,-89.1559,1707
1533748190,42.8796,-89.1534,1767
1533748240,42.8774,-89.1508,1827
1533748290,42.8752,-89.1481,1887
1533748340,42.8729,-89.1454,1947
1533748390,42.8705,-89.1426,2007
1533748440,42.8682,-89.1398,2067
1533748490,42.8657,-89.137,2127
1533748540,42.8633,-89.1341,2187
1533748590,42.8608,-89.1311,2247
1533748640,42.8583,-89.1281,2307
1533748690,42.8558,-89.1251,2367
1533748740,42.8533,-89.1221,2427
1533748790,42.8508,-89.119,2487
1533748840,42.8483,-89.1159,2547
1533748890,42.8457,-89.1128,2607
1533748940,42.8432,-89.1097,2667
1533748990,42.8407,-89.1065,2727
1533749040,42.8381,-89.1034,2787
1533749090,42.8356,-89.1002,2847
1533749140,42.8331,-89.0969,2907
1533749190,42.8306,-89.0937,2967
1533749240,42.8281,-89.0904,3027
1533749290,42.8256,-89.0871,3087
1533749340,42.823,-89.0837,3147
1533749390,42.8205,-89.0803,3207
1533749440,42.818,-89.0769,3267
1533749490,42.8155,-89.0734,3327
1533749540,42.8129,-89.0698,3387
1533749590,42.8104,-89.0662,3447
1533749640,42.8078,-89.0626,3507
1533749690,42.8053,-89.0589,3567
1533749740,42.8027,-89.0552,3627
1533749790,42.8,-89.0514,3687
1533749840,42.7974,-89.0475,3747
1533749890,42.7947,-89.0436,3807
1533749940,42.792,-89.0396,3867
1533749990,42.7893,-89.0356,3927
1533750040,42.7866,-89.0315,3987
1533750090,42.7838,-89.0274,4047
1533750140,42.7809,-89.0232,4107
1533750190,42.7781,-89.019,4167
1533750240,42.7751,-89.0148,4227
1533750290,42.7722,-89.0104,4287
1533750340,42.7692,-89.0061,4347
1533750390,42.7662,-89.0017,4407
1533750440,42.7631,-88.9972,4467
1533750490,42.76,-88.9927,4527
1533750540,42.7569,-88.9881,4587
1533750590,42.7538,-88.9835,4647
1533750640,42.7506,-88.9788,4707
1533750690,42.7474,-88.974,4767
1533750740,42.7443,-88.9692,4827
1533750790,42.7411,-88.9644,4887
1533750840,42.7379,-88.9594,4947
1533750890,42.7347,-88.9545,5007
1533750940,42.7314,-88.9494,5067
1533750990,42.7282,-88.9443,5127
1533751040,42.725,-88.9391,5187
1533751090,42.7218,-88.9339,5247
1533751140,42.7187,-88.9286,5307
1533751190,42.7155,-88.9233,5367
1533751240,42.7123,-88.9179,5427
1533751290,42.7092,-88.9124,5487
1533751340,42.7061,-88.9069,5547
1533751390,42.703,-88.9014,5607
1533751440,42.7,-88.8958,5667
1533751490,42.697,-88.8902,5727
1533751540,42.694,-88.8845,5787
1533751590,42.691,-88.8788,5847
1533751640,42.6881,-88.8731,5907
1533751690,42.6852,-88.8673,5967
1533751740,42.6822,-88.8616,6027
1533751790,42.6793,-88.8558,6087
1533751840,42.6765,-88.85,6147
1533751890,42.6736,-88.8442,6207
1533751940,42.6708,-88.8384,6267
1533751990,42.6679,-88.8325,6327
1533752040,42.6651,-88.8267,6387
1533752090,42.6622,-88.8209,6447
1533752140,42.6594,-88.8151,6507
1533752190,42.6565,-88.8092,6567
1533752240,42.6537,-88.8034,6627
1533752290,42.6508,-88.7976,6687
