1533745800,42.9116,-89.1979,267
1533745850,42.9109,-89.197,379.5
1533745900,42.9101,-89.196,492
1533745950,42.9092,-89.195,604.5
1533746000,42.9082,-89.1941,717
1533746050,42.907,-89.1932,829.5
1533746100,42.9058,-89.1923,942
1533746150,42.9045,-89.1915,1054.5
1533746200,42.9031,-89.1906,1167
1533746250,42.9016,-89.1896,1279.5
1533746300,42.9,-89.1884,1392
1533746350,42.8981,-89.187,1504.5
1533746400,42.8961,-89.1852,1617
1533746450,42.8939,-89.1833,1729.5
1533746500,42.8917,-89.181,1842
1533746550,42.8893,-89.1786,1954.5
1533746600,42.8868,-89.176,2067
1533746650,42.8842,-89.1733,2179.5
1533746700,42.8817,-89.1704,2292
1533746750,42.879,-89.1674,2404.5
1533746800,42.8764,-89.1643,2517
1533746850,42.8737,-89.1612,2629.5
1533746900,42.871,-89.158,2742
1533746950,42.8683,-89.1548,2854.5
1533747000,42.8656,-89.1516,2967
1533747050,42.8629,-89.1483,3079.5
1533747100,42.8603,-89.145,3192
1533747150,42.8576,-89.1416,3304.5
1533747200,42.8551,-89.1382,3417
1533747250,42.8525,-89.1347,3529.5
1533747300,42.8499,-89.1311,3642
1533747350,42.8474,-89.1275,3754.5
1533747400,42.8448,-89.1237,3867
1533747450,42.8422,-89.1199,3979.5
1533747500,42.8396,-89.116,4092
1533747550,42.837,-89.1121,4204.5
1533747600,42.8343,-89.108,4317
1533747650,42.8315,-89.1039,4429.5
1533747700,42.8286,-89.0996,4542
1533747750,42.8258,-89.0952,4654.5
1533747800,42.8228,-89.0908,4767
1533747850,42.8198,-89.0862,4879.5
1533747900,42.8168,-89.0814,4992
1533747950,42.8138,-89.0766,5104.5
1533748000,42.8108,-89.0716,5217
1533748050,42.8078,-89.0665,5329.5
1533748100,42.8048,-89.0613,5442
1533748150,42.8019,-89.0559,5554.5
1533748200,42.799,-89.0505,5667
1533748250,42.7962,-89.045,5779.5
1533748300,42.7934,-89.0394,5892
1533748350,42.7907,-89.0338,6004.5
1533748400,42.7881,-89.0281,6117
1533748450,42.7855,-89.0224,6229.5
1533748500,42.7829,-89.0167,6342
1533748550,42.7804,-89.0109,6454.5
1533748600,42.778,-89.0051,6567
1533748650,42.7756,-88.9994,6679.5
1533748700,42.7732,-88.9936,6792
1533748750,42.7708,-88.9878,6904.5
1533748800,42.7685,-88.982,7017
1533748850,42.7662,-88.9762,7129.5
1533748900,42.7639,-88.9704,7242
1533748950,42.7617,-88.9645,7354.5
1533749000,42.7594,-88.9587,7467
1533749050,42.7572,-88.9527,7579.5
1533749100,42.755,-88.9468,7692
1533749150,42.7528,-88.9408,7804.5
1533749200,42.7507,-88.9347,7917
1533749250,42.7486,-88.9286,8029.5
1533749300,42.7466,-88.9224,8142
